,restaurant_id,text,overall_rating,food_rating,ambience_rating,service_rating,value_rating,date
342,40360,"My favourite restaurant in London by far!<br /><br />The staff are extremely attentive and friendly and the food is amazing! Honestly, the best Dim Sum I&#039;ve ever eaten! I&#039;ve been 4 times in less than 1 year and intend on coming back every month!<br /><br />Everyone who works there is very educated on the ingredients as well, so they will always be able to answer any questions you have. I&#039;m Vegan and they always know exactly what I can and can&#039;t eat (There are loads of options no matter what your diet is)<br /><br />Thank you for always making sure we have a great experience at your restaurant and I&#039;ll see you in a few weeks time! :)<br /><br />Lia x",5,5.0,5.0,5.0,5.0,2018-11-03
343,40360,"This place was TERRIBLE! It came highly recommended, and I adore fancy Chinese food, but to me, everything was gummy feeling and tasted pretty much the same. The chairs were uncomfortable, the service was slow and inattentive. I never really knew who to ask for anything. It was never clear who my server was. I did a sake trio, and the only roughy two. To the restaurants credit, the did take the sake and the dessert off my bill. I would personally never go back.",1,2.0,2.0,2.0,1.0,2018-09-20
344,40360,Great place to enjoy good chinse food  the best in London,5,5.0,5.0,5.0,5.0,2018-07-31
345,40360,"Everything was perfect as always- love the Prawn and Bean Curd Chung fun, the crispy duck rolls , and the Dim Sum of course",5,5.0,5.0,5.0,5.0,2018-05-29
346,40360,"As usual, fabulous dim sum. The service was discreet and efficient. I went for pre shopping lunch with teenage daughter. The place is consistently good and the ambience relaxing and calm (unlike many other soho Chinese restaurants).",5,5.0,5.0,5.0,5.0,2018-04-07
347,40360,Waiter did not seem very happy to look after us. Reservations have me wrong information. Sorted out in the end but was uncalled for.,3,4.0,4.0,2.0,3.0,2018-02-17
348,40360,Good food quality. The set menu is a bit too big and by the time you reach the Duck you can&#039;t eat it. Better to order some  courses and decide if you want more.<br /><br />Very nice attentive service.,4,4.0,4.0,5.0,4.0,2018-01-07
349,40360,comme d´habitude un diner  fantastique ! Des plats succilent  et  bonne ambiance .,4,4.0,4.0,4.0,4.0,2017-12-02
350,40360,"Have yet to try your restaurant in Waikiki, so I thought to make it special with your Soho location.",5,5.0,5.0,5.0,5.0,2017-10-25
351,40360,"The staff serving on the day (Yeon) was excellent. He was pleasant, attentive and gave good recommendation for food. However I was disappointed with the &#039;manager&#039; (man in suit). He was not attentive. Perhaps it was a bad day for him.<br />As usual the venison puff is light and delicious. I was very impressed by the prawn and beancurd cheung fun. The thin rice pasta wrapping round a layer of crispy beancurd with well cooked prawns in the centre is a highly technical task to achieve. The plate was finished by Yeon carefully pouring the sauce round the cheung fun without drowning them. It was excellent!",4,5.0,4.0,4.0,4.0,2017-09-06
352,40360,Restaurant was a bit noisy but the food was amazing!! We had all of Alexander&#039;s (our server) suggestions and none disappointed us. Would go back in a heart beat.,5,5.0,3.0,5.0,5.0,2017-07-19
353,40360,"Fantastic food, very tasty and high quality.<br />Great atmosphere all around. Thank you<br />Will be back for sure!",5,5.0,5.0,5.0,4.0,2017-06-04
354,40360,"I love this place. Always deliver the most amazing food, good wine and great service.",4,5.0,4.0,5.0,4.0,2017-04-03
355,40360,Lovely food - felt quite rushed even though we had the table for two hours. You do have someone coming round with a notepad every 10 minutes checking where you are at with your meal. Although you are not disturbed can be quite off putting!,3,4.0,3.0,3.0,3.0,2017-02-11
356,40360,"Dim sum is very good , it&#039;s not cheap ,we didn&#039;t have a very nice table upstairs cause it&#039;s had a bad draft .<br />Staff are very nice , but they where just too busy to give good service",2,2.0,1.0,1.0,2.0,2017-01-02
357,40360,Tasty food although a bit costly,4,5.0,4.0,3.0,3.0,2016-11-26
358,40360,A beautiful restaurant with great food. Can really taste the freshness and flavour of the ingredients. Worth splashing out for a special treat.,4,5.0,4.0,4.0,3.0,2016-10-19
359,40360,"Very loud. <br />To quick tempo between courses. Hard to hear what we got, and too much. We could have reveived better advice for choosing. And last. Personally i prefer to see less skin of waitress body for serving. <br />It is my fourth, but probably last time.",3,4.0,3.0,2.0,3.0,2016-09-09
360,40360,"As someone who likes eating dim sum, it is safe to say that the dim sum here is something special. Along with the fantastic food, the atmosphere was great and the waitress was very attentive. I&#039;ve already booked to go back!",5,5.0,5.0,5.0,3.0,2016-07-31
361,40360,Good quality food. Special occasion dim sum with high quality ingredients.,4,4.0,4.0,4.0,4.0,2016-06-19
362,40360,"Service was awful and slow... and as a result they needed the table back (yes, another one of those apparently in demand places that table turns!) before we could have another drink and dessert after our meal. Instead we got shafted upstairs to the bar, where we had to order our drink and dessert all over again. It seems like the staff here are pretentious and arrogant - attitudes which I feel are unjustified as the food was actually also sub-par and the ambience was pretty much non-existent. For these reasons, we refused to pay service charge, which I have never done before! If you want good dim sum, go to Chinatown or Royal China!",1,3.0,2.0,1.0,2.0,2016-04-14
363,40360,I visited after finding some great recommendations online.<br />I bought along two work colleagues with me and we had some amazing food.<br />The Dim Sum is the best I have ever had and the desserts were absolutely awesome <br /><br />I recommend this to anyone who wants some great food in a funky and unpretentious atmosphere <br /><br />I will defiantly be going again,5,5.0,5.0,5.0,5.0,2016-01-07
364,40360,"The food was absolutely lovely, really exceeded our expectations - delicate dim sum and good recommendations from our waiter. Service, whilst friendly and enthusiastic, was a little slow at times due to it being absolutely packed out - always a good sign. <br /><br />Was looking forward to a good catch up with my friend but due to the fact the seating was very close together and the sheer volume of people in, the noise levels were quite high, which affected our experience a little bit. <br /><br />Gorgeous little find in Central London though, from the aquarium set into the bar to the flickering candle light, and would definitely try it again - perhaps not on a Friday night, and seated less centrally. A nice place for a celebration, there were several going on - and child friendly.",4,5.0,3.0,4.0,4.0,2015-10-16
365,40360,"This place is an absolute favourite for us as well as the children. Great ambience especially downstairs, impeccable service, delicious food and a wonderful cocktail list. Have never been able to find fault with it. The children never want to go anywhere else!",5,5.0,5.0,5.0,5.0,2015-08-20
366,40360,Delicious food as always.  Went on Saturday afternoon as a birthday treat.  Was quite touristy though.,4,4.0,4.0,4.0,3.0,2015-05-23
367,40360,"Me and my friends had wonderful pre dinner dim sum here, first we want to have the afternoon tea dim sum offer but we were late. But, the staffs still manage to get us table even-though we were 1 hour late. <br />They have many varies dim sum and the taste was super. would like to come here again for afternoon tea dim sum and would like to try the pastry and the macaroon.",4,4.0,5.0,5.0,3.0,2015-03-19
368,40360,"My girlfriend and I had a wonderful meal at Yauatcha. We tend to eat out at decent restaurants often so are able to measure this well against the rest. <br /><br />The food was really good, service for a Michelin starred restaurant was slightly disappointing and I would have expected better than wooden chopsticks.<br /><br />Would definitely go again - lots more to try on the menu.",4,4.0,4.0,4.0,4.0,2015-01-14
369,40360,"Heard a lot of good things about this restaurant however, I hate to say it none of them were true. There waiter was not good, he took the order for my friends however, had I not pointed out I still hadn&#039;t ordered I would still be waiting now. Very expensive for a tiny amount of food which was tasteless and dry. I would not recommend this restaurant",1,2.0,1.0,2.0,1.0,2014-11-01
370,40360,"Yauatcha is excellent.  The food, ambience and service are all outstanding.  When booking, I had read some adverse reviews about the service, but was impressed by the friendly and attentive service throughout.  Nor was it intrusive at any point.  I really cannot find fault with the experience, though I would love it to be less expensive.  It is a case of you get what you pay for.",5,5.0,5.0,5.0,4.0,2014-08-28
371,40360,Nice food and many choices. Dim sum was excellent. Desserts very good as well. Only downside we were sitting on the basement and the smell from the kicthen was very strong.,5,5.0,5.0,5.0,4.0,2014-06-15
372,40360,"Fabulous food, service and surroundings. Our waiter, AJ, was friendly, knowledgeable and made excellent suggestions for things to try. He recommended the prawn cheng fun and the king crab and they were amazing. Every dish was cooked prefectly and presented beautifully. I wouldn&#039;t hesitate to recommend this restaurant for dim sum or any of their cusine. The restaurant had a really good vibe even when busy. I will definitely be going back. Thanks.",5,5.0,5.0,5.0,4.0,2014-04-05
373,40360,Arrived 5 minutes early and made to wait outside in high winds and rain !<br />Went down hill after that.......<br />Awful people and average experience<br /><br />Never again !,1,2.0,2.0,1.0,2.0,2014-02-12
374,40360,"Yauatcha always has fantastic quality food. The service was very good, bar a couple of mistakes, and the waiter sang my wife a happy birthday. The main thing to improve is the atmosphere, as the music can be too loud and too club-like, not quite matching its ultra modern interior. All the dim sum is excellent as usual, although the noodle dish we had was nothing to be excited about, quite simple without any different flavours. Stick to dim sum. Finally, we have always wished the seatin was less crowded. Check our the afternoon set menu for excellent value for money. We will be coming may times in future, and always recommend it to friends.",5,5.0,4.0,5.0,3.0,2013-12-15
375,40360,I recommend this restaurant for lunch.,4,4.0,4.0,5.0,4.0,2013-10-21
376,40360,"Like always, the food is excellent, the service very good and the atmosphere vibrant and fun. Great evening out though slightly expensive.",5,4.0,5.0,5.0,4.0,2013-07-31
377,40360,The best Cantonese afternoon tea I have ever had in London! Great food and good service with reasonable prices!,5,5.0,4.0,5.0,5.0,2013-05-31
378,40360,Food is amazing each time - look forward to my next visit.,4,5.0,4.0,4.0,5.0,2013-04-05
379,40360,"Would like to the GM , Abhishake, for taking great care of us.",5,5.0,5.0,5.0,3.0,2013-02-03
380,40360,"Yauatcha was a good choice for some great food. The venison puffs were one of the nicest things that I have eaten in a while. The only disappointment was that the restaurant wouldn&#039;t allow us to change the dressing (not even the whole dish!) on one of the courses in the set menu due to a nut allergy, meaning we had to order a la carte. Good food, good wine and OK service for the evening. A little on the pricey side, but no real complaints!",4,5.0,5.0,3.0,3.0,2012-11-12
381,40360,Absolutely great Asian food. Wide choice. Nice athmosphere. Good service.,4,4.0,4.0,4.0,2.0,2012-09-01
382,40360,Food is lovely but I can get similar tasting food at other lower priced restuarants.,3,4.0,3.0,3.0,3.0,2012-06-24
383,40360,"Went for my girlfriends birthday, was absolutely class and the cocktails were great too. Shared the 2 person dim sum menu for £40 each. Well worth it, a lot of food and a lot of variety. was great.",5,5.0,5.0,5.0,,2012-03-20
384,40360,The dim sum was outstanding. The ingredients were fresh and the variety was great. We asked the waitress to create our menu and she gave us a great mix. The restaurant itself is very modern and attractive - particularly the lighting and aquarium. This was my first visit and I will definitely return.,5,5.0,5.0,5.0,,2011-12-14
385,40360,Excellent and varied Dim Sums. High level of Service.,5,5.0,5.0,5.0,,2011-09-30
386,184047,"Really pleasantly surprised with the food at Robata! The sushi was so tasty, as were the bao buns! Will be back again",5,5.0,4.0,5.0,5.0,2021-08-02
387,184047,"Lovely summer eatery.  Came for a birthday dinner with a friend. Sat in the gazebo outside it was lovely. Service was superb, staff very friendly and nice.  The manager was lovely too. Food is delicious. Sushi was great and you have to try the bao buns and truffle fries.  Next time want to try the skewers too!",4,4.0,5.0,5.0,4.0,2021-06-06
388,184047,My favourite restaurant in London. The food is always so delicious and never disappoints! Great cocktails too,5,5.0,5.0,5.0,5.0,2021-04-27
389,184047,"Very poor value, even with the eat out to help out discount. Food was average, portions were small and the squid was chewy and too salty. Restaurant itself had no personality and it had a very pretentious vibe. Wouldn’t recommend.",1,2.0,2.0,2.0,1.0,2020-09-26
390,184047,Brilliant service all round. Saw that the table I had was near a loud group and offered to move. Outstanding food. Thank you.,5,5.0,4.0,5.0,5.0,2020-08-13
391,184047,"But only for pre-theatre menu. Is rather pricey, and portions very small.",3,4.0,3.0,3.0,2.0,2020-01-22
392,184047,"Food is ok, but not a typical japanese robata in terms of menu.  Service was fine though not very attentive.  We had to ask 2x for our bill.  Overall it&#039;s good, but not a destination and a bit overpriced for what they are serving.",2,2.0,3.0,2.0,2.0,2019-10-09
393,162072,"Nice environment, friendly waiters, drinks could be improved.",4,3.0,4.0,4.0,2.0,2021-08-02
394,162072,"We travelled from Bristol to celebrate my fiancé’s 40th birthday and booked a table at the Old Compton Brasserie. We were instantly excited by the atmosphere and energy of the place, the staff were so accommodating. The food was delicious and the drinks just as good. We can’t wait to go back again",5,5.0,5.0,5.0,5.0,2021-06-26
395,162072,Great place to socialize in Soho. Food is probably one of the best in Soho. Great and friendly staff as well,5,5.0,5.0,5.0,4.0,2021-05-31
396,162072,Food was lovely and they kindly accommodated me with my vegetarian request even though it wasn’t part of the deal. Table next to us was very noisy and rowdy but it’s not the venues job to teach people manners. Will be back soon,4,5.0,4.0,5.0,4.0,2020-12-13
397,162072,Service is always amazing! Will def be retuning for the 4th time soon!,5,4.0,5.0,5.0,5.0,2020-10-01
398,162072,"Love this place, the staff are really great, our main waitress was amazing !! At the time we were being partly looked after by a lovely young girl who was training, Who did great btw.. but she just needed to keep an eye on her social distancing... a little bit too close At times.. and a few times I saw staff taking pictures of tables using their phones, normally not a problem but just made me feel a little bit anxious as to wether hands were sanitised Properly after etc, when dealing With other tables.. but over all great time, set menu was a 10/10 COOKED PERFECTLY ! Maybe more vegan options on the set menu.. thanks guys X",4,4.0,5.0,4.0,4.0,2020-08-14
399,162072,"We had a great Saturday brunch, lots of fun, great atmosphere and entertainment!",5,4.0,5.0,5.0,4.0,2020-02-29
400,162072,"Very poor vegan selection, could have done better. Otherwise good service and value for money, great atmosphere though music a little on the loud side. Would recommend either for a couple or group of friends.",4,3.0,4.0,4.0,4.0,2020-01-11
401,162072,Lovely meal that would have benefited from a little attention to detail from the waiting staff. Forgotten sides that turned up after the main course being the main issue. Silly things that could have been so easily avoided. Aside of that tasty food and drink l.,4,5.0,4.0,3.0,5.0,2019-11-16
402,162072,Great as always!,5,5.0,5.0,5.0,5.0,2019-08-30
403,162072,"The perfect Brasserie...great ambience,  friendly fun service and a varied menu.<br />I had the burger which was excellent and my friend had the Ham (Bacon Chop) Egg &amp; Chips.<br />Only downside was the fact I was facing the stunning mirrored back wall ...as it was quite bright making it hard to see my dining partner.",4,4.0,5.0,4.0,4.0,2019-04-10
404,162072,"Very relaxed, wonderful food and exceptional service.",5,5.0,5.0,5.0,5.0,2019-01-10
405,162072,"This was a part of the &#039;soft opening&#039; process so the menu was restricted and as we ate post 8pm our first choice starters had run out.<br />The atmosphere was good as was food quality. There was a 20 minute wait for cocktails, other than that service was very good without being intrusive.<br /><br /><br />Our table was not as well lit as others, something one of the staff acknowledged and is already planned to be fixed.<br />We will go back in the next few months to see how things have settled down.",4,3.0,4.0,4.0,4.0,2018-09-03
406,86848,Great family meal.,5,5.0,5.0,5.0,5.0,2021-07-28
407,86848,We enjoy the pre theatre menu here. It is very good value for money. The restaurant setting is beautiful and the staff are great.,4,4.0,5.0,4.0,4.0,2020-02-10
408,86848,Zedel is a great place which I have been to often.  I now avoid the set menu and enjoy the experience even more.  It is rather noisy but the overall experience is good.,4,5.0,4.0,4.0,4.0,2019-09-25
409,86848,"The server was very attentive and informative. The food was lovely.  But I am afraid I have give the lower rating because of the poor locations of tables we were offered.  Using Open Table to make a reservation far in advance, I would have expected the restaurant would reserve a good table for our party of four, perhaps even a banquet booth.  But  unfortunately, they showed us to the table right next to the kitchen/clearing station where the traffic from wait staff and noise from the staff gathering glassware and cutlery, clearing plates made it impossible to be heard. I asked for another table and they offered another table but it was effectively the second worst table, next to the stage where the piano player was playing.  Thankfully, he stopped playing about ten minutes into our meal and we were able to enjoy conversation the rest of the meal.<br /><br />Really, this is not the first time I have used Open Table and been offered the worst table in a restaurant.  I don&#039;t know if I will use the app going forward if this is the treatment we will get as a matter of course.",3,4.0,3.0,5.0,3.0,2019-06-01
410,86848,A favourite! This place is glamorous and great value,5,5.0,5.0,5.0,5.0,2019-02-16
411,86848,Amazing Location with great 1920s Ambiente. Very attentive and friendly staff as well. Was a fantastic evening for us - a couple from Austria.,5,5.0,5.0,5.0,5.0,2018-11-27
412,86848,The staff made us very welcome and even though we did not have time for dessert came with a macaron on a plate with chocolate writing saying &quot;Happy 20th Anniversay&quot; in French. We made it in time for Champagne at the theatre before the musical.,4,3.0,4.0,4.0,3.0,2018-08-28
413,86848,Amazing<br />Found<br />Ambience<br />Service,5,5.0,5.0,5.0,5.0,2018-04-21
414,86848,best restaurant in London by far! best restaurant in London by far!,5,5.0,5.0,5.0,5.0,2018-02-09
415,86848,"Good food, nice atmosphere. Great cocktails. Felt the lighting could be a little better as in less bright it’s a bit too bright. Good service we had a lot of food so wasn’t too expensive for what we had.",4,3.0,4.0,3.0,4.0,2017-12-03
416,86848,"Top notch ambience, service, food, wine selections - all-in-all an excellent find and, it having been my first time, I expect it now to be far from the last.",5,4.0,5.0,5.0,4.0,2017-09-20
417,86848,"Wonderful ambience -- vintage glamour meets contemporary function. Staff was efficient and friendly -- upon informing them that we had a show to get to, they were very accommodating of our time preferences. Would definitely recommend!",5,3.0,5.0,4.0,4.0,2017-07-12
418,86848,"I come here a lot as service is always top notch , food reliable and wide range of wines available by the glass / pichet at vary reasonable price.  Other restaurants cpould learn a good lesson from Zedel&#039;s",4,4.0,5.0,5.0,4.0,2017-03-27
419,86848,Despite asking not to be moved off our table as long as we were continuing to purchase food and drink (as it was a business meal) we were asked to move out of the restaurant at 0830 pm.  Last time we use Zedel for such an event,2,4.0,4.0,4.0,3.0,2016-11-14
420,86848,"Great experience again as this is our second dinner at this restaurant. Great service, food and all at a very reasonable price. Well done to Brasserie Zedel",5,5.0,5.0,5.0,5.0,2016-08-17
421,86848,"A lovely surprise to find such a varied range of options in a very elegant Art Deco setting. Lovely menu options, food was delicious and surprisingly affordable. Staff were  well trained and mostly very polite staff  which helps make the experience very pleasant.",4,5.0,5.0,3.0,5.0,2016-05-20
422,86848,"Fantastic food and even a separate vegetarian menu for my partner. Very pleasantly surprised. Each course as delicious as the last and even better with the gorgeous wine we chose. Busy brasserie ambience surrounded by a beautiful decor. Staff service attentive but not intrusive. Finally, do NOT overlook the bread and butter provided. Freshly baked, it is truly to die for. Incroyable. Nous allons revenir!",5,5.0,5.0,5.0,5.0,2016-01-02
423,86848,"I&#039;ve been here for both dinner and for a business lunch. LOVE the space; it is an authentic French  fine bistro. The people I dined with really enjoyed their food. I&#039;m vegetarian and found the menu a bit lacking in choices, but my complaint lies with the mixed green salad -- it looks like it came out of a salad bag from the grocery store and some bits still needed to be trimmed (they had stems on!). I sent back the salad in one case, but the replacement didn&#039;t look too great. For the prices, they should take better care.",4,3.0,5.0,3.0,3.0,2015-08-21
424,86848,"This is an unusual and interesting  restaurant. Located deep underneath Piccadilly Circus in what must have been a ballroom of a hotel previously, it is enormous with very ornate decor. The food is French with an Austrian twist and is rich but very tasty. Would definitely visit again.",4,4.0,4.0,4.0,4.0,2015-04-15
425,86848,"the service was nice, good and fast but the food wasn&#039;t good enough. we took the cod and it was far too salty, the vegetables poor and dry... (except for the desserts: especially the crème brûlée)",1,1.0,2.0,2.0,2.0,2015-01-12
426,86848,"Make sure you book, very hard to get in without a reservation &amp; it can be a little chaotic when busy. Great food &amp; good value wine list.",4,5.0,5.0,4.0,4.0,2014-10-08
427,86848,"I keep going back to Zedel, again and again. It is perfect for lunch and for pre-theatre, I love the old-fashioned French menu, executed with style and panache. Great service - very efficient and non fussy, and even the tunes the pianist chose to play added to the ambiance. Faultless.",5,5.0,5.0,5.0,4.0,2014-06-10
428,86848,"Second visit in 5 days and this time the food was just as good as previous and I didn&#039;t get stung by the wine bill!<br />Excellent service, atmosphere and food.",5,5.0,5.0,5.0,5.0,2014-02-27
429,86848,"I have given a five star rating for outstanding performance in value, ambience, service, food and the overall experience of dining at Zédel, and every one of them is deserved. Friends only recently introduced me to Zédel, about which I had heard mixed opinions, but I would have awarded five outstandings for that evening, too. So, it struck me as the perfect post-Lion King restaurant for dinner with my 17-year old grandson. We both enjoyed our three courses, Jack the parfait de foie de volaille, champagne chicken and a lemon tart, while I chose endive and Roquefort salad, duck and vanilla slice. All the staff were delightful, looking after us beautifully, which enhanced an already smashing evening, so smiles earn a sixth outstanding.",5,5.0,5.0,5.0,5.0,2013-11-14
430,86848,"A brasserie/restaurant with real style, excellent menu, well discharged. At such reasonable prices, I know of no other in London and, since the fall of the £, Paris equivalents would be prohibitive. .",4,4.0,4.0,5.0,5.0,2013-08-08
431,86848,The whole ambience was amazing. Walking down the stairs to wonderland. Food are french bistro type. All the mains we have are satisfying good.,5,5.0,5.0,5.0,5.0,2013-05-14
432,86848,"Authentic French brasserie. Very good value, particularly for its location. Will definitely go back!",5,4.0,5.0,5.0,5.0,2013-02-16
433,86848,"Great value, excellent food and a relaxed atmosphere. There really isn&#039;t much of a reason not to go. It may not be the best restaurant in the world, but for what it aims to be , this place is great,",4,4.0,4.0,4.0,5.0,2012-12-09
434,86848,"This was my first visit to Brasserie Zedel. The service was extremely good, the food good. My companion is vegetarian, and the options are not great for a non-meat eater. Overall, a nice experience and since the location is very convenient for me I am sure I will be back.",4,3.0,4.0,4.0,3.0,2012-11-12
435,86848,"Good food and not too expensive, but nothing special. On a par with the Wolesely but not as good as the Delauney",2,2.0,4.0,4.0,3.0,2012-10-19
436,86848,This was 2nd time that I dined at Brasserie Zedel.The reception staff were very helpful to acomodate 4 of us to the table earlyer than we had booked.The restaurant was packed and very buzz atomosphere at the Thursday night.Our waiters were charming and we had totally enjoyable time.my friends were surprised at how reasonably priced the restaurant was.,5,4.0,5.0,5.0,5.0,2012-07-26
437,166302,Everything was spot on,5,5.0,5.0,5.0,4.0,2021-08-01
438,166302,Lovely time - food snd service amazing big! Only downside was very noisy coukd have done without the music being so loud.,5,5.0,4.0,5.0,5.0,2021-05-30
439,166302,"Cakes &amp; Bubbles is such a wonderful experience. The staff are excellent, knowledgeable and without fuss. The sweet treats are a wonderful, mind expanding experience filled with so many delicate techniques and knowledge but without being over-empowering or intimidating. Our 10 year old found it slightly challenging but that was because everything isn&#039;t as it seems! Our 13 year old found it exciting and thoroughly enjoyed this special treat. One not to be missed!",5,5.0,4.0,5.0,4.0,2020-10-17
440,166302,"We visited Cakes&amp;Bubbles with our friend. From the begging to end everything was perfect. Perfect food, perfect service. We will visit again for sure!",5,5.0,5.0,5.0,5.0,2019-10-13
441,166302,"Ausgefallene Desserts, die ein Wiederkommen leicht machen",4,5.0,5.0,4.0,4.0,2019-03-12
442,166302,"Excellent afternoon at cakes and bubbles, of course you have to try the signiture cheesecake. I personally found this a little too heavy personally and it got a bit sickly towards the end. In my opinion if they advised it is heavy then we could have ordered one to share. But other than that it is a delicious cheesecake that is worth trying at least once. After all they have only recently opened. The hot chocolate they make is honestly one of the best I have ever had. The new York cheesecake is also faultless. I look foward to returning for the air pancake soon. Thanks cakes and bubbles!",5,4.0,5.0,4.0,5.0,2018-11-23
443,104076,Was just OK nothing special which i thought it would be. there are a lot of better places to go and better value in the immediate area. probably wouldn’t go back. Not very good value for money. Wine was very expensive,2,2.0,2.0,4.0,2.0,2021-08-01
444,104076,Great food. Lovely staff. First day back eating inside since lockdown &amp; they were well prepared!  Good value for money - Tuna tartare to start was exceptional.  Waitresses were attentive &amp; welcoming.  Definitely recommend &amp; will be visiting again.,5,5.0,5.0,5.0,5.0,2021-05-17
445,104076,It’s was amazing,5,5.0,5.0,5.0,5.0,2020-09-04
446,104076,"Thank you so much to the staff taking care of our table, you guys were awesome! So pleased we chose this restaurant, this is a new one to add to the favourites list.",5,5.0,5.0,5.0,5.0,2020-02-08
447,104076,"Table for 6 at last minute on a Friday. Very friendly atmosphere, attentive staff. Excellent food, good sized portions - salads enormous.<br />Only niggle is that the Spanish red shouldn&#039;t have been included in the Cote du Rhone section the wine list.",4,5.0,4.0,4.0,4.0,2019-10-18
448,104076,"Decidedly average. <br /><br />Started off with promise, lovely smiley host. Buzzy atmosphere, nice decor. Unfortunately little down hill from there.<br /><br />Table was right by the door, so I felt like I was in a through fare.<br /><br />Waitress seemed to want us out from the get go asking if we had decided as soon as she turned from the hostess stand to grab the water jug to fill out water glasses. Hadn’t even had tome to look at the menu titles. <br /><br />After that service was slow. My friend managed to get half the way through her Sunday roast before the horseradish she asked for appeared. <br /><br />Veg on both dishes was delicious, but both the cod &amp; the beef average. Friend said the Yorkshire pudding was underwhelming.<br /><br />Unlikely to recommend or return, unless you have children, when so many great places nearby, especially for Sunday lunch when there is a Hawksmoor nearly next door. <br /><br />Children’s offering was so good, as evidenced by the lady on the next table who ignored her son the whole time in favour of her phone who could fret not, as he was throughly entertained by what looked like a fantastic kids treat box included- so much so neither of the pair seemed to notice he was uncomfortably close to my friend as we tried to catch up.",3,3.0,4.0,2.0,4.0,2019-07-14
449,104076,The Heddon Street Kitchen manages to balance quality without being pretentious! The food standard is good with a varied menu and wine list. The staff are  extremely pleasant and interact well to add to the enjoyment. Would recommend!,4,4.0,4.0,5.0,4.0,2019-03-06
450,104076,My family and I traveled from the states and wanted to visit a GR restaurant. The Confit Duck leg was delicious. The best dish of all was the sticky toffee pudding! It has a great atmosphere and you can create your own budget. Some entrees are around 20 pounds while others are 40+. The only complaint is the lack of beer choices.,5,5.0,5.0,4.0,5.0,2018-10-23
451,104076,"The service is really good. Food is awesome and the atmosphere of the restaurant is vibrant, giving a nice feeling to hang out for more drinks!!!",5,5.0,5.0,5.0,4.0,2018-03-31
452,104076,"Not quite on par<br /><br />Having eaten at other Ramsay establishments including Petrus we thought we&#039;d give this one a try pre theatre. Firstly, I should say the level of service is excellent and a tribute to Gordon - staff were polite, gracious and friendly. <br /><br />My partner had a red pepper and tomato soup that was rather good and I chose the Beef Carpaccio with Barigoule vegetables, quail egg and horseradish - this was a wonderful dish so I was quietly excited about the mains - I should say that starters such as this are easy to get right so it is not an indication of what will follow!<br /><br />My partner chose the battered cod, chips and peas which was reasonably good. I chose Cornish Cod filet, crushed potatoes, capers, brown shrimps and butter sauce. What I received was cod filet on crushed potatoes with an insipid parsley sauce! Worse still was the fact that it was too salty overall and there were dense patches of saltiness that made my tongue curl! Unusually, I didn&#039;t complain because we were pressed for time but I would have expected more.<br /><br />I wanted to rate this establishment &#039;good&#039; as opposed to &#039;very good&#039; because of the errors on the mains but the site doesn&#039;t allow this category. Perhaps we were unlucky on this occasion?",4,3.0,4.0,5.0,3.0,2017-11-02
453,104076,"We went for the pre-theatre set dinner which was good value. The food was ok, but nothing amazing. I thought the pan fried hake was cooked very well but the sauce was so salty. They charged for a couple of bottles of water even though we thought we had been drinking tap water.  But all in all, the atmosphere was nice and it filled up quite quickly. We stayed for 3.5 hours and wasn&#039;t hassled.",4,3.0,5.0,4.0,4.0,2017-05-23
454,104076,We had a booking at 6.30pm on a Saturday and were shown to our table straight away...after perusing the menu for around 15 minutes we were told there was no rump steak and only large 1kg cuts of ribeye and porterhouse steaks left of the £10 per 100g options... I decided on the fillet steak which was ever so slightly overcooked for medium rare how I asked for it however the food was great especially the spicy tuna tartare... was it value for money... sadly no...and the service very attentive...I would agree with other reviews that the music is very loud and you end up shouting at each other to have a conversation and as the tables are quite close together you can hear what other people are saying cause they too are shouting to be heard... all in all a nice experience though,4,4.0,3.0,5.0,4.0,2016-11-05
455,104076,"everytime i come to London i dine in one or more GR restaurants. as i did this time. Petrus was as good as ever. however Heddon was extremely dissapointing. service , welcoming, ambiance was good. however the food was inconsistant, running between ok and un edible, with the second being the most. we had the worst wellington ever. served in a wooden plate which didnt look too clean, or was that the darkness of the restaurant?. anyway it was served cold, with cold plates accompaning it, while the little juices were absorbed by the wood (who serves wellington on wood?), and the thick t jelly sauce arriving later, not before we asked. it was thinly sliced, disintagrated and unedible. the manager was very attentive and polite. wanted to compensate us, however we didnt want compensation, we wanted good food. i especially was embaressed since i recommanded the place to the group that was with me.<br />there were issues with the rest of the food as well, such as cold hard french fries , but nothing as bad as the wellington. the place can ruin the whole GR establishment&#039;s reputation if something wont be done urgently with the kitchen.",2,1.0,3.0,3.0,1.0,2016-09-04
456,104076,"Have been there 3 times now since it opened, all three occasions for lunch, and has always been satisfactory, congratulations on the Italian manager who is very knowledgeable in wines and has a very friendly attitude.",4,4.0,4.0,4.0,4.0,2016-07-12
457,104076,The food was delicious! Din not expect to get another dessert from the restaurant as they apologise for their late service of dessert. Would definitely recommend people to visit this restaurant,5,5.0,4.0,4.0,4.0,2016-03-08
